CMPD_CHEMBLID	MOLWEIGHT	ALOGP	PSA	CANONICAL_SMILES	STANDARD_TYPE	STANDARD_VALUE	STANDARD_UNITS
CHEMBL3958310	551.41	4.82	92.15	Fc1cccnc1c2cc(C(=O)Nc3cc(nn3c4ccccc4)C(=O)N5C[C@@H]6C[C@H]5CN6)c(Cl)cc2Cl	IC50	35	nM
CHEMBL3666253	445.49	2.33	146.5	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(nn3)C4CC4)c2)c5cnc(N)nc15	IC50	35.8	nM
CHEMBL3893887	547.9	5.21	112.63	OCC(N=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4)C(F)(F)F	IC50	36.2	nM
CHEMBL3671451	515.45	3.85	128.2	CC(C)n1cc(C(=O)C2=CNC(=O)C(=C2)NC(=O)COc3ccccc3OC(F)(F)F)c4cncnc14	IC50	36.7	nM
CHEMBL3666291	481.43	4.64	106.84	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cccc(c3)C(=O)C(F)(F)F)c2)c4cncnc14	IC50	37.7	nM
CHEMBL3948196	558.4	4.95	121.86	OCCOCCN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	38.6	nM
CHEMBL3891737	686.6	7.67	138.61	OC(=Nc1cnc(Oc2ccc(cc2)c3cnc(s3)N4CCCC4=O)nc1)Nc5cc(cnc5c6ccc(nc6)C(F)(F)F)C(F)(F)F	IC50	40	nM
CHEMBL3981945	475.91	5.45	92.4	OC(=NC1CC1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	40.64	nM
CHEMBL3671462	440.47	2.67	152.47	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cn3)C#N)c2)c4cnc(N)nc14	IC50	42.7	nM
CHEMBL377040	376.89	4.33	80.9	NC(=O)c1c(SCc2ccc(Cl)cc2)nsc1Nc3ccncc3	IC50	45	nM
CHEMBL3949689	496.9	4.38	118.42	NCCN=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	45.3	nM
CHEMBL3894055	424.46	4.34	117.05	CC(C)n1cc(C(=O)c2ccnc(c2)N=C(O)Cc3ccc(cn3)C#N)c4cnccc14	IC50	45.3	nM
CHEMBL3898180	519.96	5.2	112.63	O[C@@H]1CC[C@@H](C1)N=C(O)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	45.8	nM
CHEMBL3298266	494.56	4.15	104.68	COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)Nc4cc(nn4c5ccccc5)C6CC6)nn3	IC50	47	nM
CHEMBL3675920	397.45	2.71	82.76	CC(C)(C)NC(=O)c1cnn2ccc(nc12)N3C[C@H](O)C[C@@H]3c4cccc(F)c4	IC50	48.3	nM
CHEMBL3982504	620.62	6.69	130.65	Cc1ccccc1n2nc(cc2NC(=Nc3cnc(Oc4ccc(cc4)c5cnc(s5)N6CCCC6=O)nc3)O)C(F)(F)F	IC50	50	nM
CHEMBL3930625	522.61	5.94	98.91	OC(=O)c1ccc(Nc2cc(N3CCN(CC3)C4CCCCC4)c5noc6c7ccccc7C(=O)c2c56)cc1	IC50	50	nM
CHEMBL3673455	516.65	4.42	100.55	COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)N5CCC(CC5)C(C)(C)N)cc2OC)cn1	IC50	54	nM
CHEMBL3939755	558.06	5.35	98.8	C[C@H]1CN(CCN1C(=O)OC(C)(C)C)C(=Nc2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5Cl)O	IC50	55	nM
CHEMBL3661460	417.44	3.96	89.77	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(F)cc3)c2)c4cncnc14	IC50	55.6	nM
CHEMBL3953413	514.95	4.96	103.91	CC1(CN(C1)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5)C#N	IC50	57.6	nM
CHEMBL3661506	499.5	4.62	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3cnn(C(C)C)c3C(F)(F)F)c2)c4cncnc14	IC50	57.8	nM
CHEMBL3678290	511.59	4.4	115.13	COc1ccc(cn1)C(Oc2ccc(Cn3c(N)nc4cc(cnc34)c5cnn(C)c5)cc2OC)C6CC6	IC50	58	nM
CHEMBL1794059	315.35	1.74	101.29	NS(=O)(=O)c1cccc(N\C=C\2/C(=O)Nc3ccccc23)c1	IC50	63	nM
CHEMBL3661605	455.48	2.25	159.81	CC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cc3)C#N)c2)c4cnc(N)nc14	IC50	65.9	nM
CHEMBL3661605	455.48	2.25	159.81	CC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cc3)C#N)c2)c4cnc(N)nc14	IC50	65.9	nM
CHEMBL430406	474.41	5.15	90.7	Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)NCCC#N	IC50	67	nM
CHEMBL3981849	453.84	5	103.89	OC(=N)c1cc(NC(=O)c2cc(cc(F)c2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	67.65	nM
CHEMBL3895155	509.93	3.64	132.86	OC[C@@H](O)CN=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	68	nM
CHEMBL3666400	425.45	3.54	107.07	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ncc4ccccn34)c2)c5cncnc15	IC50	71.2	nM
CHEMBL3661538	439.48	3.7	118.45	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3n[nH]c4ccccc34)c2)c5cncnc15	IC50	71.5	nM
CHEMBL3676068	426.5	2.67	95.65	CCc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NCC(C)(C)O)c4n3	IC50	71.8	nM
CHEMBL3960907	519.96	4.58	100.35	OC[C@@H]1CCCN1C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	72.9	nM
CHEMBL3671147	413.43	2.56	73.97	O[C@@H]1CCN(C1)C(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F	IC50	74.25	nM
CHEMBL3895449	536.97	4.98	104.43	OC(=NC1CCNCC1F)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	79.8	nM
CHEMBL3968158	516.92	4.6	133.97	OC(=NCc1nc[nH]n1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	80.64	nM
CHEMBL3666368	416.44	3.76	115.8	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ncoc3C4CC4)c2)c5cncnc15	IC50	81.6	nM
CHEMBL3951281	547.41	5.3	147.1	Nc1c[nH]nc1CN=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	82	nM
CHEMBL3666265	499.45	3.03	130.23	CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)c3cccc(c3)C(F)(F)F)c2)c4cncnc14	IC50	84.8	nM
CHEMBL3981019	531.94	5.18	131.32	Cc1nonc1CN=C(O)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	86.2	nM
CHEMBL3673467	500.56	3.25	128.02	COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)n5cc(nn5)C(C)(C)N)cc2OC)cn1	IC50	88	nM
CHEMBL3975958	441.49	3.19	81.29	C[C@H]1CN(CCN1)C(=Nc2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F)O	IC50	88.3	nM
CHEMBL3673456	461.52	3.31	83.76	COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)N5CCOCC5)cc2OC)cn1	IC50	90	nM
CHEMBL3661622	496.53	2.49	143.12	CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4cccnc4c3)c2)c5cncnc15	IC50	96.5	nM
CHEMBL3673479	481.56	4.32	105.9	COc1cc(Cn2c(N)nc3cc(cnc23)c4cnn(C)c4)ccc1OCc5ccc(nc5)C6CC6	IC50	0.2	nM
CHEMBL3675926	395.44	2.59	82.76	OCc1ccc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NC5CC5)c4n3	IC50	0.6	nM
CHEMBL3671136	415.44	2.85	82.76	CC(C)(CO)NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	1.1	nM
CHEMBL3676019	414.44	1.73	104.88	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NCCCO)c4n3	IC50	1.1	nM
CHEMBL3676037	429.47	3.1	82.76	CC(C)(CO)CNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4F	IC50	1.2	nM
CHEMBL3675923	505.55	1.75	125.93	NS(=O)(=O)N1CCC(CC1)NC(=O)c2cnn3ccc(nc23)N4CCCC4c5cc(F)ccc5F	IC50	1.4	nM
CHEMBL3676022	428.47	2.12	104.88	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NCCCCO)c4n3	IC50	1.4	nM
CHEMBL3952298	532.39	5.72	121.08	OC(=NCc1cn[nH]c1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	1.806	nM
CHEMBL3938236	560.51	7.4	118.54	Nc1ncc(F)cc1c2ccc(Oc3ncc(cn3)N=C(O)Nc4cc(ccc4c5ccccc5)C(F)(F)F)cc2	IC50	2	nM
CHEMBL3906654	634.93	7.45	136.36	Nc1ncc(Cl)cc1c2ccc(Oc3ncc(cn3)N=C(O)Nc4cc(ccc4n5ccc(n5)C(F)(F)F)C(F)(F)F)cc2	IC50	2	nM
CHEMBL3916359	512.54	3.97	108.7	CS(=O)(=O)Nc1ccc(cc1)C(=O)Nc2cnc3ccc(nn23)N4CCC[C@H]4c5cc(F)ccc5F	IC50	2.1	nM
CHEMBL3671404	468.52	3.45	144.47	CC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cc3nc4ccccc4[nH]3)c2)c5cnc(N)nc15	IC50	2.25	nM
CHEMBL3675936	431.44	1.82	102.99	CC(CO)(CO)NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	2.25	nM
CHEMBL3962599	550.38	5.86	121.08	OC(=NCc1cc[nH]n1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	2.8	nM
CHEMBL3659500	367.39	3.25	93.54	CCOc1cc(n[nH]1)n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc23	IC50	3	nM
CHEMBL3894183	565.94	7.03	123.47	Nc1ncc(Cl)cc1c2ccc(Oc3ccc(cn3)N=C(O)Nc4cc(ccc4n5cccn5)C(F)(F)F)cc2	IC50	3	nM
CHEMBL3909097	421.41	3.39	88.31	Fc1ccc(F)c(c1)[C@@H]2CCCN2c3ccn4ncc(NC(=O)c5ncccn5)c4n3	IC50	3	nM
CHEMBL3661606	498.47	3.39	136.02	CC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3cccc(c3)C(F)(F)F)c2)c4cnc(N)nc14	IC50	3.03	nM
CHEMBL3671430	459.51	2.25	148.91	Cc1ccc(CC(=O)Nc2cncc(c2)C(=O)c3cn(c4nc(N)ncc34)C(C)(C)CO)nc1	IC50	3.16	nM
CHEMBL3675966	380.43	2.89	75.42	CC1(CC1)NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cncc(F)c5	IC50	3.2	nM
CHEMBL3671470	497.44	2.4	146.5	Nc1ncc2c(cn(c2n1)C34CC(C3)C4)C(=O)c5cncc(NC(=O)Cn6cc(nn6)C(F)(F)F)c5	IC50	3.21	nM
CHEMBL3675924	464.5	1.63	108.7	CS(=O)(=O)NCCNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4F	IC50	3.3	nM
CHEMBL3975036	541.97	5.29	132.04	OC(=NCC1=CC(=N)NC=C1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	3.37	nM
CHEMBL3671137	484.55	3.19	75	CC(C)(CN1CCOCC1)NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F	IC50	3.45	nM
CHEMBL3666440	446.54	4.61	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3csc(n3)C4CCC4)c2)c5cncnc15	IC50	4.06	nM
CHEMBL3661597	483.45	3.81	110	C[C@@H](CO)n1cc(C(=O)c2cncc(NC(=O)Cc3cccc(c3)C(F)(F)F)c2)c4cncnc14	IC50	4.24	nM
CHEMBL3661606	498.47	3.39	136.02	CC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3cccc(c3)C(F)(F)F)c2)c4cnc(N)nc14	IC50	4.4	nM
CHEMBL3596892	417.47	4.47	110.76	Cn1cc(cn1)c2cncc(n2)c3ccc(NC(=O)Nc4onc(c4)C(C)(C)C)cc3	IC50	5	nM
CHEMBL3975484	551.37	6.13	118.43	OC(=NCc1ccon1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	5.15	nM
CHEMBL3895250	559.96	5.6	131.31	Nc1ncccc1CN=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	5.55	nM
CHEMBL3582432	445.5	4.51	80.55	Fc1cccc(CNc2ccc3ncc(c4ccc(NC(=O)C5CCOCC5)cc4)n3n2)c1	IC50	6	nM
CHEMBL3676078	452.41	2.65	95.65	CC(NC(=O)c1cnn2ccc(nc12)N3C(CO)CCC3c4cncc(F)c4)C(F)(F)F	IC50	6.8	nM
CHEMBL3671396	415.45	3.31	110	CC(C)n1cc(C(=O)c2cncc(NC(=O)C(O)c3ccccc3)c2)c4cncnc14	IC50	7.3	nM
CHEMBL3673438	466.54	5.33	84.42	COc1ccc(COc2ccc(Cn3c(N)nc4cc(ccc34)c5ccncc5)cc2OC)cc1	IC50	8	nM
CHEMBL3904254	516.92	4.6	133.97	OC(=NCc1cnn[nH]1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	8.09	nM
CHEMBL3661485	429.48	3.35	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(n3)C4CC4)c2)c5cncnc15	IC50	8.81	nM
CHEMBL3961246	522.39	5.59	101.63	CC1(COC1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	9.09	nM
CHEMBL3889654	428.44	2.95	86	O[C@H]1CCN(C1)C(=O)Nc2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F	IC50	9.7	nM
CHEMBL2443044	454.44	3.28	151.2	CN1CCC(CC1)NC(=O)c2cc(on2)c3c(O)cc(O)cc3Oc4ccc(cc4)[N+](=O)[O-]	IC50	10	nM
CHEMBL2443139	466.54	4.19	120.09	CC(C)Nc1ccc(Oc2cc(O)cc(O)c2c3onc(c3)C(=O)NC4CCN(C)CC4)cc1	IC50	10	nM
CHEMBL3957212	468.89	5.66	78.05	OC(=Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cc(F)ccc4F)Nc5ccc(Cl)cc5	IC50	10.1	nM
CHEMBL3981003	488.45	5.19	98.19	CC(C)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3nc(cc3C)C(F)(F)F)c4cncc(F)c14	IC50	11.4	nM
CHEMBL3659495	365.38	2.52	110.09	C[C@H](Nc1ncc2ncn(c3cc([nH]n3)C4CC4)c2n1)c5ncc(F)cn5	IC50	12	nM
CHEMBL3661501	457.47	3.77	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ncc4cccc(F)c34)c2)c5cncnc15	IC50	12.3	nM
CHEMBL3904394	444.44	1.93	109.72	O[C@H]1CN(C[C@@H]1O)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cc(F)ccc5F)O	IC50	13.3	nM
CHEMBL3671466	416.45	1.26	135.68	Cn1cc(C(=O)c2cncc(c2)N(N)C(=O)Cc3n[nH]c4CCCc34)c5cncnc15	IC50	15.1	nM
CHEMBL3676080	398.44	2.1	95.65	CC(C)NC(=O)c1cnn2ccc(nc12)N3[C@H](CO)CC[C@@H]3c4cncc(F)c4	IC50	15.3	nM
CHEMBL3676080	398.44	2.1	95.65	CC(C)NC(=O)c1cnn2ccc(nc12)N3[C@H](CO)CC[C@@H]3c4cncc(F)c4	IC50	15.3	nM
CHEMBL3676061	410.45	2.17	95.65	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NC5(CO)CC5)c4n3	IC50	15.6	nM
CHEMBL3933852	548.94	4.71	123.11	OC(=NCCn1ccnn1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	15.7	nM
CHEMBL3676007	410.45	2.25	95.65	O[C@@H]1CCC[C@H]1NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cncc(F)c5	IC50	16	nM
CHEMBL3671424	517.47	2.27	155.73	COCC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(nn3)C(F)(F)F)c2)c4cnc(N)nc14	IC50	16.1	nM
CHEMBL3676075	415.43	1.04	126.21	NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)cc(OCC(O)CO)c4	IC50	17.1	nM
CHEMBL3971019	554.96	5.12	104.43	OC(=N[C@@H]1CCNC[C@H]1F)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	18.9	nM
CHEMBL3935420	534.91	4.74	133.97	OC(=NCc1cnn[nH]1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	18.95	nM
CHEMBL3661629	473.42	2.47	146.5	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(nn3)C(F)(F)F)c2)c4cnc(N)nc14	IC50	19.2	nM
CHEMBL3946111	551.41	4.81	106.14	NC12CC1CN(C2)C(=O)c3cc(NC(=O)c4cc(c(Cl)cc4Cl)c5ncccc5F)n(n3)c6ccccc6	IC50	20.1	nM
CHEMBL3925441	539.93	4.18	121.86	OCC1(COC1)N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	20.9	nM
CHEMBL3949328	509.4	5.15	118.42	NCCCN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	21.6	nM
CHEMBL288441	530.46	5.19	82.88	COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl	IC50	22	nM
CHEMBL3943954	411.33	4.5	66.02	OC(=Nc1cnc2ccc(nn12)N3CCC[C@H]3c4cc(F)ccc4F)C(F)(F)F	IC50	22	nM
CHEMBL3676031	430.44	0.7	125.11	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NC(CO)CO)c4n3	IC50	25.6	nM
CHEMBL3914168	565.4	5.27	123.11	Cn1nncc1CN=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	26	nM
CHEMBL3676044	431.44	1.82	102.99	C[C@H](O)[C@@H](CO)NC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4F	IC50	27.2	nM
CHEMBL3675919	381.41	2.07	82.76	O[C@@H]1C[C@@H](N(C1)c2ccn3ncc(C(=O)NC4CC4)c3n2)c5cccc(F)c5	IC50	28.9	nM
CHEMBL3675988	340.36	1.96	75.42	CNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cncc(F)c4	IC50	29.9	nM
CHEMBL3944160	648.75	6.55	148.47	Cn1ncc2cc(ccc12)n3nc(cc3NC(=Nc4cnc(Oc5ccc(cc5)c6cnc(s6)N7CCCC7=O)nc4)O)C(C)(C)C	IC50	30	nM
CHEMBL3958583	528.37	5.32	112.63	CC(CO)N=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	30.4	nM
CHEMBL3952297	562.39	5.93	118.18	OC(=NCc1cccnn1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	30.9	nM
CHEMBL3914367	556.38	4.7	121.86	O[C@H]1COC[C@@H]1N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	31.3	nM
CHEMBL3977951	563.45	5.88	124.2	OC(=N)[C@H]1CCCN(C1)C(=O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	31.4	nM
CHEMBL3901544	528.37	5.32	112.63	C[C@@H](CO)N=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	32.5	nM
CHEMBL3924608	540.38	5.73	101.63	CC1(COC1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	32.7	nM
CHEMBL3921702	578.66	6.24	130.65	OC(=Nc1cnc(Oc2ccc(cc2)c3cnc(s3)N4CCCC4=O)nc1)Nc5cc(nn5c6ccccc6)C7CC7	IC50	33	nM
CHEMBL3905169	536.97	5.13	95.64	CN1CCC(C1)N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	33.1	nM
CHEMBL3675996	412.47	2.35	95.65	CC(C)[C@H](CO)NC(=O)c1cnn2ccc(nc12)N3CCCC3c4cncc(F)c4	IC50	33.2	nM
CHEMBL3671441	480.92	1.99	161.8	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ncc(Cl)cn3)c2)c4cnc(N)nc14	IC50	34.4	nM
CHEMBL3671451	515.45	3.85	128.2	CC(C)n1cc(C(=O)C2=CNC(=O)C(=C2)NC(=O)COc3ccccc3OC(F)(F)F)c4cncnc14	IC50	36.7	nM
CHEMBL3944923	542.4	5.71	112.63	CC(C)(O)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	38.2	nM
CHEMBL3666247	433.45	2.94	128.68	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(F)cn3)c2)c4cnc(N)nc14	IC50	38.4	nM
CHEMBL3907552	471.49	4.23	124.39	CC(C)(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(cc3)C#N)c4cncc(F)c14	IC50	39.8	nM
CHEMBL3982385					IC50	41.61	nM
CHEMBL3969298	444.9	3.74	78.49	OC(=Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cc(F)ccc4Cl)N5CCOCC5	IC50	41.7	nM
CHEMBL3978269	422.88	4.38	98.19	CC(C)n1cc(C(=O)c2ccnc(c2)N=C(O)Cn3cc(Cl)cn3)c4cnccc14	IC50	42.9	nM
CHEMBL3671400	452.47	2.59	133.79	OCC1(CC1)n2cc(C(=O)c3cncc(NC(=O)Cc4ccc(cc4)C#N)c3)c5cncnc25	IC50	43.7	nM
CHEMBL3922624	508.58	4.22	108.7	CCS(=O)(=O)Nc1ccc(cc1)C(=O)Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cccc(F)c5	IC50	45.5	nM
CHEMBL3914783	544.37	4.29	132.86	OC[C@H](O)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	46.7	nM
CHEMBL2152279	373.46	3.81	80.06	CN(C)CCOc1ccc(cc1N)c2cnc3[nH]cc(c4ccncc4)c3c2	IC50	47	nM
CHEMBL3973023	505.94	4.19	100.35	OC1CCN(C1)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	47.2	nM
CHEMBL3671411	451.43	3.07	110	C[C@@H](CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(F)c(F)c3)c2)c4cncnc14	IC50	51.2	nM
CHEMBL3925877	562.39	5.93	118.18	OC(=NCc1ncccn1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	51.3	nM
CHEMBL258434	487.56	5.99	83.22	C[C@H](OC(=O)NCc1ccccc1)[C@H]2c3ccccc3c4c2c5[nH]c6ccccc6c5c7CNC(=O)c47	IC50	52	nM
CHEMBL3666299	511.46	2.98	119.23	OCC1(COC1)n2cc(C(=O)c3cncc(NC(=O)Cc4ccc(cc4)C(F)(F)F)c3)c5cncnc25	IC50	52.2	nM
CHEMBL3931707	414.46	3.94	78.05	CNC(C)(C)C(=Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cc(F)ccc4F)O	IC50	52.5	nM
CHEMBL3666279	500.34	3.07	130.23	OCC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3Cl)c2)c4cncnc14	IC50	54.3	nM
CHEMBL3956659	561.02	5.29	112.71	CC(=O)N1CCC(CC1)N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	61.3	nM
CHEMBL3676055	340.36	2.01	89.41	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)N)c4n3	IC50	61.6	nM
CHEMBL3935836	462.49	3.72	118.42	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3ccc(n3)C4CC4)c5cncc(F)c15	IC50	62	nM
CHEMBL3943100	505.94	4.19	100.35	CC1(O)CN(C1)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	62.5	nM
CHEMBL3671369	456.47	2.94	129.19	COc1nccn2cc(nc12)C(=O)Nc3cncc(c3)C(=O)c4cn(C(C)C)c5ncncc45	IC50	64.6	nM
CHEMBL3661579	471.46	4.39	89.77	Cn1cc(C(=O)c2cncc(NC(=O)Cc3cccc(SC(F)(F)F)c3)c2)c4cncnc14	IC50	67.4	nM
CHEMBL3661511	468.52	4.31	114.79	COc1ccc2[nH]cc(CC(=O)Nc3cncc(c3)C(=O)c4cn(C(C)C)c5ncncc45)c2c1	IC50	68.4	nM
CHEMBL3666266	517.44	3.17	130.23	CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)c3ccc(c(F)c3)C(F)(F)F)c2)c4cncnc14	IC50	69	nM
CHEMBL3666392	416.44	3.29	111.89	COc1ccnc(c1)C(=O)Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ncncc34	IC50	70.4	nM
CHEMBL3661480	439.48	3.47	107.07	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccn4ccnc4c3)c2)c5cncnc15	IC50	70.8	nM
CHEMBL3983102	483.53	4.81	115.63	OC(=Nc1cc(ccn1)C(=O)c2cn(C3COC3)c4ccncc24)Cc5nc(oc5C6CC6)C7CC7	IC50	71.3	nM
